timestamp,employer,job_title,year_employer,year_exp,base_pay,signing_bonus,annaul_bonus,annual_stock,sex
"3/21/2016 16:12:05","","Computer Scientist",0,12,136000,0,0,0,"not relevant"
"3/21/2016 16:12:14","","Software engineer",2,2,35000,0,3000,0,"Male"
"3/21/2016 16:12:45","Wells Fargo","Lead UX Designer",2,10,125000,7000,15,0,"Male"
"3/21/2016 16:12:54","VMware","Member of Technical Staff III",23,0,127000,5000,14000,0,"Male"
"3/21/2016 16:12:59","","Technical Lead",1,10,70000,0,0,0,"Male"
"3/21/2016 16:13:10","Kymeta","Software Engineer",0,0,120000,0,0,0,"Male"
"3/21/2016 16:13:39","","Senior Developer",1,9,115000,0,8000,0,"Male"
"3/21/2016 16:13:41","Public University","Programmer",0,0,23000,0,0,0,"Male"
"3/21/2016 16:13:56","","Senior Developer",1,5,110000,5000,5000,0,"Male"
"3/21/2016 16:14:04","","UX Designer",2,3,34000,0,0,0,"Male"
"3/21/2016 16:15:08","","Software Architect",2,13,200000,0,50000,0,"Male"
"3/21/2016 16:15:21","IBM","Software Developer",3,3,74000,10000,500,0,"Male"
"3/21/2016 16:15:38","","Software Developer II",1,5,88000,0,5000,0,"Male"
"3/21/2016 16:15:42","Accenture","Technology Consultant",2,2,105000,10000,0,0,"Female"
"3/21/2016 16:15:50","","Software Developer",3,13,83000,0,0,0,"Male"
"3/21/2016 16:16:13","","Platform Engineer",1,6,130000,0,0,0,"Male"
"3/21/2016 16:16:32","Interana","Site Reliability Engineer",5,5,140000,0,0,0,"Male"
"3/21/2016 16:16:35","","Sr. Security Engineer",1,5,140000,20000,0,0,"Male"
"3/21/2016 16:16:47","ibm","Software Develoepr",2,2,30000,0,300,0,"Male"
"3/21/2016 16:18:39","Demonware inc.","Site Reliability Engineer",1,8,112000,10000,12000,0,"Male"
"3/21/2016 16:19:23","Mercury Group of Companies","Senior .Net Developer",2,16,105000,0,0,0,"Male"
"3/21/2016 16:19:31","","Research Scientist",0,0,135000,0,0,0,"Female"
"3/21/2016 16:19:36","Edu-tech","Engineer",2,4,30,0,0,0,"Male"
"3/21/2016 16:19:55","","Software Engineer",0,8,115000,0,0,0,"Male"
"3/21/2016 16:19:40","Joyent","Software Engineer",4,10,70000,0,0,0,"Male"
"3/21/2016 16:20:15","","Software Engineer",1,3,105000,0,0,0,"Male"
"3/21/2016 16:20:20","","Software Engineer",3,10,129000,0,45000,0,"Male"
"3/21/2016 16:20:32","Twitter","Sr Enginner",1,13,155000,0,0,100000,"Male"
"3/21/2016 16:20:44","Microsoft","Software Engineer",2,5,108000,50000,0,5000,"Male"
"3/21/2016 16:21:25","","Software Developer",1,6,100000,0,10000,0,"Male"
"3/21/2016 16:21:44","","fluffer",0,0,2000000,0,0,0,""
"3/21/2016 16:22:11","SFR","Network engineer",2,3,40000,0,5500,0,"Male"
"3/21/2016 16:22:31","BW","Web Developer",1,3,60000,0,300,0,"Male"
"3/21/2016 16:22:40","Liberty Mutual","Developer Intern",15,3,48000,0,0,0,"Male"
"3/21/2016 16:22:43","","Trader",5,5,100000,0,150000,0,"Male"
"3/21/2016 16:23:15","Nokia","Software Designer",1,4,56000,0,0,0,"Male"
"3/21/2016 16:23:52","","DevOps Engineer",3,3,75000,0,0,0,"Male"
"3/21/2016 16:24:42","Google","Software Engineer",1,6,130000,0,20000,180000,"Male"
"3/21/2016 16:25:03","EMC","Full stack web developer",1,20,182000,0,30000,62000,"Male"
"3/21/2016 16:25:05","","Senior Software Engineer",3,6,125000,0,0,0,"Male"
"3/21/2016 16:25:19","Self","Founder",4,114,180000,0,0,0,"Male"
"3/21/2016 16:25:30","Synopsys","Software Engineer",1,1,97000,0,10000,0,"Male"
"3/21/2016 16:26:15","","Junior Software Dev",1,1,30000,2000,0,0,"Male"
"3/21/2016 16:26:40","","Software Engineer",1,4,120000,0,0,5000,"Male"
"3/21/2016 16:26:55","","Senior Software Engineer",2,10,125000,0,0,0,"Male"
"3/21/2016 16:27:15","","Developer",2,3,52,0,0,0,"Male"
"3/21/2016 16:27:57","","Software Engineer",1,5,45000,0,0,0,"Male"
"3/21/2016 16:28:07","","Software Engineer",1,4,115000,0,0,0,"Male"
"3/21/2016 16:28:29","LinkedIn","Senior Software Engineer",1,7,165000,40000,16500,100000,"Male"
"3/21/2016 16:29:03","","Data scientist",5,5,18000,0,0,0,"Male"
"3/21/2016 16:29:06","","Software Engineer",15,6,88000,0,0,0,"Male"
"3/21/2016 16:29:25","","QA Engineer",2,5,88650,0,8800,0,"Male"
"6/12/2016 13:51:55","","Senior Developer",1,16,62250,0,0,0,"Male"
"3/21/2016 16:29:38","IBM","Software Engineer",4,4,75000,0,4000,2000,"Male"
"3/21/2016 16:29:54","IBM","Software Engineer",2,2,82000,3000,2000,0,"Male"
"3/21/2016 16:30:06","Airbnb","software engineer",4,10,185000,0,0,50000,"Male"
"3/21/2016 16:30:12","Intuit","SDE co-op",0,0,81120,7500,0,0,"Male"
"3/21/2016 16:31:11","Dell","Senior developer",3,17,130000,0,11000,0,"Male"
"3/21/2016 16:31:16","J P Morgan","Software Engineer",1,1,34000,5000,2000,0,"Male"
"3/21/2016 16:31:23","Disney Interactive","Software Engineer",3,4,88000,0,250004,0,"Male"
"3/21/2016 16:31:23","","Full-stack developer",2,8,105000,0,0,0,"Male"
"3/21/2016 16:32:29","Local Government","Senior IT Engineer",9,11,109000,0,0,0,"Male"
"3/21/2016 16:33:29","Ford","Mobile Software Engineer",3,4,82500,6000,6500,0,"Male"
"3/21/2016 16:33:33","Well funded non-profit","Senior Software Engineer",4,11,146000,0,2600,0,"Male"
"3/21/2016 16:35:33","Microsoft","Program Manager",10,20,185000,185000,40000,50000,"Male"
"3/21/2016 16:35:35","Liaison Technologies","Software Engineer",1,3,90000,0,0,0,"Male"
"3/21/2016 16:35:54","groupon","software engineer 2",2,10,105000,10000,2000,10000,"Male"
"3/21/2016 16:35:58","Etsy","Senior Software Engineer",35,45,135,0,0,3718,"Male"
"3/21/2016 16:36:47","","unemployed",0,0,1,0,0,0,"Male"
"3/21/2016 16:37:07","","iOS engineer",3,6,150000,0,0,0,"Male"
"3/21/2016 16:37:16","","Boss",0,0,1411088,0,0,0,""
"3/21/2016 16:37:23","Livefyre","Senior Software engineer",15,6,145000,0,0,0,"Male"
"3/21/2016 16:37:51","","Sales Support Engineer",1,4,40000,0,0,0,"Male"
"3/21/2016 16:38:16","Small consulting firm","Web Developer",1,3,56000,0,0,0,"Male"
"3/21/2016 16:38:41","","Senior Software Engineer",0,0,130000,0,0,0,"Male"
"3/21/2016 16:38:56","","Staff MySQL Database Administrator",2,6,140000,0,0,54000,"Male"
"3/21/2016 16:39:22","Undisclosed Startup (75 people)","Senior Full Stack Engineer",0,20,130000,0,0,0,"Male"
"3/21/2016 16:39:32","Ericsson Inc","System Engineer - IV",7,9,141000,0,14000,0,"Male"
"3/21/2016 16:39:43","","C# Dev",2,3,60000,0,5000,0,"Male"
"3/21/2016 16:40:34","IBM","IT Architect Mobile Solutions",2,2,51000,0,2000,0,"Male"
"3/21/2016 16:40:39","Google","Software Engineer",4,4,130500,0,25000,100000,"Male"
"3/21/2016 16:40:53","","Software Engineer",1,15,67000,1500,0,0,"Male"
"3/21/2016 16:40:55","","Operations Engineer",2,19,138000,0,13800,0,"Male"
"3/21/2016 16:42:49","abc.xyz","Architect",3,25,130000,20000,0,0,"Male"
"3/21/2016 16:42:54","VarageSale Inc","Senior Software Developer",25,8,120000,0,0,0,"Male"
"3/21/2016 16:42:55","IBM Canada","Band 7 Software Engineer",15,15,90000,10000,1500,0,"Male"
"3/21/2016 16:43:21","","Golang/Python software engineer",1,3,55000,0,2000,0,"Male"
"3/21/2016 16:43:31","Google","Web Developer",7,3,103000,0,15000,2000,"Male"
"3/21/2016 16:44:11","General Dynamics Mission Systems","Software Engineer",7,20,140000,0,0,0,"Male"
"3/21/2016 16:44:11","Amazon","Software Developer Engineer II",2,15,130000,40000,0,15000,"Male"
"3/21/2016 16:44:16","","Senior developer",4,8,120000,0,15000,0,"Male"
"3/21/2016 16:44:42","Contractor","Software Developer",1,3,130000,0,0,0,"Male"
"3/21/2016 16:44:42","Mid sized silicon valley startup","Software Engineer",1,4,140000,10000,28000,0,"Male"
"3/21/2016 16:45:29","","Analytics developer",0,0,75000,0,2000,0,"Male"
"3/21/2016 16:45:51","","Software Engineer II",4,5,98000,0,8000,0,"Male"
"3/21/2016 16:46:19","MathWorks","Software Engineer",3,3,90000,5000,10000,0,"Female"
"3/21/2016 16:46:25","Cisco","Software Engineer II",1,0,85000,0,0,20000,"Male"
"3/21/2016 16:46:27","PayPal","Member of Technical Staff",2,10,146000,15000,14600,45000,"Male"
"3/21/2016 16:46:41","","Systems Engineer",2,12,85000,0,0,0,"Male"
"3/21/2016 16:47:09","A Security Company","DevOps Engineer",3,10,78000,0,0,0,"Male"
"3/21/2016 16:47:25","Facebook","Engineering Manager",4,4,230000,25000,50000,750000,"Male"
"3/21/2016 16:47:30","A Video Game Company","Front-End Web Developer",2,2,17000,0,0,0,"Male"
"3/21/2016 16:47:30","","Lead Developer",1,6,40000,0,0,0,"Male"
"3/21/2016 16:48:20","University of California","Graduate Student Researcher",0,0,28359,0,0,0,"Male"
"3/21/2016 16:48:51","A Research Institute","Postdoc",4,8,50000,0,0,0,"Male"
"3/21/2016 16:49:25","iHeartRadio","Software Engineer",1,15,100000,0,17000,0,"Male"
"3/21/2016 16:50:14","The climate corporation","Software engineer 2",2,2,120000,5000,0,20000,"Male"
"3/21/2016 16:50:17","","Product Manager",8,3,85000,0,10000,0,"Male"
"3/21/2016 16:50:23","","Sr MySQL DBA",0,8,114000,0,0,0,"Female"
"3/21/2016 16:50:28","","Software Engineer",3,10,135000,0,0,0,"Male"
"3/21/2016 16:51:17","Jamdeo Canada","Android Application Developer",2,4,88000,0,8800,0,"Male"
"3/21/2016 16:51:39","Harvard University","Safespace Engineer and Admissions",3,4,153020,0,0,0,"CIS-Female"
"3/21/2016 16:52:11","Dev shop using MS stack","Scrum Master",15,5,67500,0,300,0,"Male"
"3/21/2016 16:52:31","motum b2b","Web Developer",3,5,52000,0,4000,0,"Male"
"3/21/2016 16:52:53","Google","Senior software engineer",4,4,140000,0,30000,70000,"Male"
"3/21/2016 16:52:58","","Senior Software Engineer",0,4,100000,0,0,0,"Male"
"3/21/2016 16:53:23","AI Startup","R&D Engineer",1,3,110000,0,0,68000,"Male"
"3/21/2016 16:54:08","","Innovation Lead",6,7,95000,0,14250,0,"Male"
"3/21/2016 16:54:29","B2B SaaS Co.","Software Developer",3,4,78000,0,0,0,"Male"
"3/21/2016 16:54:31","","software engineer",5,5,374000,0,0,20000000,"Male"
"3/21/2016 16:54:41","","Devops Engineer",1,9,55000,0,0,0,"Male"
"3/21/2016 16:54:47","Anon","Associate Applications Engineer",0,1,110000,0,0,0,"Female"
"3/21/2016 16:55:06","","JavaScript Engineer",3,7,92000,0,0,0,"Male"
"3/21/2016 16:55:58","","Lead Network Engineer Ops Eng",35,6,84000,0,0,60000,"Male"
"3/21/2016 16:56:13","XYZ","CEO",0,15,240000,0,0,0,"Male"
"3/21/2016 16:56:31","Jp Morgan","Application developer",0,0,110000,10000,20000,6000,"Male"
"3/21/2016 16:56:42","","Developer",10,10,302095,0,0,0,""
"3/21/2016 16:57:02","","Dev",0,0,60000,0,0,0,"Male"
"3/21/2016 16:57:28","Epic Systems","Software Developer",1,0,100000,0,0,0,"Male"
"3/21/2016 16:58:24","","CTO",0,16,250000,25000,0,0,"Male"
"3/21/2016 16:58:34","AppDynamics","Senior software engineer",1,10,175000,0,20000,100000,"Male"
"3/21/2016 16:58:35","","Software Engineering Manager",5,15,92000,0,8500,0,"Male"
"3/21/2016 16:58:47","","Senior Software Developer",10,10,105000,0,10000,10000,"Male"
"3/21/2016 16:59:22","","Senior Software Engineer",3,5,80000,0,0,0,""
"3/21/2016 17:00:14","NYC Startup","Full Stack + Android Dev",2,4,100000,0,0,0,"Male"
"3/21/2016 17:00:17","n/a","Robotics Engineer",3,3,93000,0,6000,0,"Male"
"3/21/2016 17:00:48","","Software Engineer",1,2,68000,7000,0,0,"Male"
"3/21/2016 17:01:03","Self-employeed","Principal Consultant",8,15,290000,0,0,0,"Male"
"3/21/2016 17:01:15","MLB Advanced Media","Front End Developer",0,3,105000,0,5,0,"Male"
"3/21/2016 17:01:26","AppDynamics","Software Engineer 1",1,1,110000,40000,0,0,"Male"
"3/21/2016 17:01:54","Startup in LA serving Fortune 500","UX Designer / Front-end Developer",1,5,90000,0,0,0,"Male"
"3/21/2016 17:02:01","Video Game Studio","Senior Software Engineer",6,9,120000,0,0,0,"Male"
"3/21/2016 17:02:14","Akamai","Software Engineer",2,2,115000,30000,11500,25000,"Male"
"3/21/2016 17:02:37","","Software Engineer",4,6,95000,0,0,0,"Male"
"3/21/2016 17:02:39","SPAWAR","Computer Scientist",8,14,92000,5000,0,0,"Male"
"3/21/2016 17:03:40","Amazon.com","Software Engineer",4,8,160000,10000,0,40000,"Male"
"3/21/2016 17:04:30","","Soft eng",4,10,60000,0,0,0,"Male"
"3/21/2016 17:05:29","","Engineering Manager",4,12,175000,25000,35000,125000,"Male"
"3/21/2016 17:05:59","Startup","Software Engineer",2,3,110000,0,0,0,"Male"
"3/21/2016 17:06:23","Apple","Firmware Engineer",0,0,105000,25000,30000,50000,"Male"
"3/21/2016 17:06:37","","Dev Ops Engineer",5,8,66000,0,0,0,"Male"
"3/21/2016 17:06:37","TripAdvisor","Software Engineer",0,0,105000,10000,0,17000,"Male"
"3/21/2016 17:08:04","EMC","Senior Software Development Engineer",4,5,100000,10000,10000,5000,"Male"
"3/21/2016 17:08:30","Amazon","SDE 1",0,0,95000,27000,200002,2500034,"Male"
"3/21/2016 17:08:37","Twitter","SRE 1",0,3,125000,10000,0,12500,"Male"
"3/21/2016 17:08:52","","VP of Engineering",1,8,150000,0,10,0,"Male"
"3/21/2016 17:09:40","Health Benefits Startup","Software Engineer",0,0,85000,0,0,0,"Male"
"3/21/2016 17:10:02","Microsoft","Software Engineer",2,3,119320,25000,0,2400,"Male"
"3/21/2016 17:10:27","groupon","developer",1,5,125000,0,0,0,"Female"
"3/21/2016 17:11:13","",".NET Full Stack Developer",0,0,60000,0,0,0,"Male"
"3/21/2016 17:11:27","Miller instruments","Calibration technician",0,0,36000,0,0,0,"Male"
"3/21/2016 17:12:34","Google","Software Engineer",0,1,110000,15000,0,45000,"Male"
"3/21/2016 17:13:12","Twitter","Sr Software Engineer",3,9,175000,0,0,300000,"Male"
"3/21/2016 17:13:33","","Firmware Engineer",15,0,57200,5000,0,0,"Male"
"3/21/2016 17:13:56","Six to Start","Software Engineer",1,5,42000,0,0,0,"Male"
"3/21/2016 17:14:24","Apple","Architect",1,15,188000,35000,28000,42000,"Male"
"3/21/2016 17:14:29","","Junior software engineer",6,2,35000,0,0,0,"Male"
"3/21/2016 17:15:10","200 emp software company","Software engineer",5,9,175000,0,15000,50000,"Male"
"3/21/2016 17:15:31","","Developer",1,5,80600,0,6000,0,"Male"
"3/21/2016 17:16:31","","Principal Software Engineer",4,12,175000,0,0,0,"Male"
"3/21/2016 17:16:39","IBM","Advisory Software Engineer",11,32,111000,0,1200,0,"Male"
"3/21/2016 17:17:59","","Senior Developer",0,10,110000,0,15,0,"Male"
"3/21/2016 17:18:06","Elastic","Software engineer",1,6,100000,5000,0,9,"Male"
"3/21/2016 17:19:08","GitHub","Software Developer",1,6,150000,0,0,0,"Male"
"3/21/2016 17:19:47","Yahoo Inc.","Software Systems Development Engineer",2,4,126000,12000,8000,12000,"Male"
"3/21/2016 17:19:56","FireEye","DevOps Engineer",17,10,108000,0,10000,4000,"Male"
"3/21/2016 17:20:16","","Full Stack Developer",3,3,70000,0,3500,0,"Male"
"3/21/2016 17:20:19","","Javascript Developer",1,3,85000,0,0,0,"Male"
"3/21/2016 17:21:05","","Data Engineer",2,4,80000,10000,5,5,"Male"
"3/21/2016 17:21:25","","Frontend Developer",1,5,74000,0,0,0,"Male"
"3/21/2016 17:22:17","e-Commerce provider","Development Lead",8,14,98000,0,6000,0,"Male"
"3/21/2016 17:23:22","Ibm","Ruby on rails developer",1,10,130000,0,5,0,"Male"
"3/21/2016 17:23:36","","Mechanical Engineer",4,4,84000,0,0,2000,"Male"
"3/21/2016 17:24:30","Amazon.com","Software Development Engineer II",3,3,100000,50000,0,40000,"Male"
"3/21/2016 17:25:10","","Director of Engineering",3,15,165000,0,0,0,"Male"
"3/21/2016 17:25:18","Google","Site Reliability Engineer",1,1,110000,15000,22000,46000,"Male"
"3/21/2016 17:25:31","Okta","*Operational Role*",3,10,125000,0,0,5,"Male"
"3/21/2016 17:26:12","Google","Software Engineer (SWE III)",1,8,150000,40000,22500,130000,"Male"
"3/21/2016 17:28:30","Hudl","Software Engineer",2,3,90000,0,4500,0,"Male"
"3/21/2016 17:29:03","Dun & Bradstreet","Customer Support Technician",5,5,47000,0,0,0,"Male"
"3/21/2016 17:29:07","","Senior Software Engineer",2,10,150000,0,7500,2500,"Male"
"3/21/2016 17:30:08","MIT BCS","Graduate Student",5,14,30000,0,0,0,"Male"
"3/21/2016 17:30:22","Moneylion","Software engineer",1,10,32524,0,0,0,"Male"
"3/21/2016 17:30:33","Small Startup","Data Scientist",1,1,90000,0,0,0,"Male"
"3/21/2016 17:30:40","Stripe","Software Engineer",2,2,160000,0,0,500000,"Male"
"3/21/2016 17:31:40","","Senior Web Engineer",2,7,100000,0,0,0,"Male"
"3/21/2016 17:31:58","Leonteq Securities AG","Software Engineer",1,8,130000,0,15000,0,"Male"
"3/21/2016 17:32:07","Higher Learning Technology","Software Engineer",2,15,130000,0,0,0,"Male"
"3/21/2016 17:32:17","","Developer",0,0,55000,0,0,0,""
"3/21/2016 17:32:56","Google","SWE",2,2,160000,0,24000,40000,"Male"
"3/21/2016 17:33:39","Twitter","Software Engineer",15,8,210000,0,0,400000,"Male"
"3/21/2016 17:34:14","","Sales Engineer",1,12,180000,34000,0,0,"Male"
"3/21/2016 17:34:19","Startup Medical Devices","Senior Software Engineer",1,18,165000,0,0,0,"Male"
"3/21/2016 17:34:31","Jaguar Land Rover","Software Engineer",2,8,95000,0,13000,0,"Male"
"3/21/2016 17:34:34","","Architect",4,10,125000,0,20000,0,"Male"
"3/21/2016 17:34:45","","Software Developer",2,2,120510,0,15,0,"Female"
"3/21/2016 17:35:33","Lyft","Tech lead",1,6,170000,0,0,100000,"Male"
"3/21/2016 17:35:47","WebCME","Web Developer",3,10,30000,0,0,0,"Male"
"3/21/2016 17:36:02","Micrsoft","Principle Software Engineer",2,10,175000,100000,30000,75000,"Male"
"3/21/2016 17:36:04","Insurance Company","Software Developer",5,3,62000,0,6000,0,"Male"
"3/21/2016 17:36:07","","Automation Engineer",1,2,65000,0,2000,0,"Male"
"3/21/2016 17:37:07","","Frontend Developer",2,3,53000,0,0,0,"Male"
"3/21/2016 17:37:36","","Senior Software Developer",13,13,90000,0,0,0,"Male"
"3/21/2016 17:37:45","Government","EE",1,2,102000,0,0,0,"Male"
"3/21/2016 17:38:19","Bob","Manager",10,12,120000,0,0,0,"Male"
"3/21/2016 17:39:05","b2b startup","software engineer",3,15,200000,0,50000,30000,"Male"
"3/21/2016 17:39:17","IBM","Application owner",1,5,40,0,0,0,"Male"
"3/21/2016 17:39:27","","Analyst",0,0,55000,0,0,0,""
"3/21/2016 17:39:42","Facebook","Executive Assistant",5,10,40,0,10000,20000,"Female"
"3/21/2016 17:39:50","","Principal Consultant",1,10,108000,0,1000,0,"Male"
"3/21/2016 17:40:58","","Systems Engineer",0,0,170000,0,12000,0,""
"3/21/2016 17:41:37","","Senior Software Engineer",9,18,104000,0,0,0,"Male"
"3/21/2016 17:41:57","Vanderbilt University Medical Center","Systems Software Specialist",4,4,57000,0,0,0,"Male"
"3/21/2016 17:42:23","","Software Developer",10,11,121000,0,0,0,"Male"
"3/21/2016 17:44:02","Microsoft","Sr. Architect",3,30,180000,0,0,0,"Male"
"3/21/2016 17:44:03","too small to say","software engineer",0,6,130000,0,0,0,"Male"
"3/21/2016 17:44:18","","Software Engineer II",1,3,70000,0,10,0,"Male"
"3/21/2016 17:44:23","Expedia","Software Developer",2,2,70000,0,0,0,"Male"
"3/21/2016 17:45:31","Freelance","Designer/Developer",10,10,100000,0,50000,0,"Male"
"3/21/2016 17:45:31","AOL","Software Engineer",1,2,73500,0,7350,0,"Male"
"3/21/2016 17:46:19","","Data Analyst",2,4,80000,0,0,0,"Male"
"3/21/2016 17:46:31","Amazon","System engineer",1,4,85000,14000,0,0,""
"3/21/2016 17:46:50","","Senior Product Manager",1,3,135,0,15,0,"Male"
"3/21/2016 17:47:15","Accenture","Associate Manager",2,4,34500,0,0,0,"Male"
"3/21/2016 17:47:20","SmartThings","Senior Software Engineer",1,11,140000,0,28000,0,"Male"
"3/21/2016 17:47:25","","Senior Software Engineer",6,18,189000,0,40000,0,"Male"
"3/21/2016 17:48:40","","Lead R&D",35,13,146000,10000,4000,10,"Male"
"3/21/2016 17:48:05","Carbonite","Software Engineer",2,3,90000,8000,9000,20000,"Male"
"3/21/2016 17:48:31","Insight","Security Engineer",8,10,99480,0,1,0,"Male"
"3/21/2016 17:49:18","","Lead Mobile Developer",1,20,170000,0,0,0,"Male"
"3/21/2016 17:49:34","UI Programmer","PHP Developer",5,7,900,0,0,0,"Male"
"3/21/2016 17:49:37","EnerNOC","Software Engineer",1,1,61000,0,2000,0,"Male"
"3/21/2016 17:49:49","Etsy","Software Engineer",75,5,115000,0,0,4000,"Male"
"3/21/2016 17:50:09","Random company","Senior devops",3,5,28800,0,0,0,"Male"
"3/21/2016 17:50:10","","Software Engineer",1,3,95000,0,0,0,"Male"
"3/21/2016 17:50:25","","Strategy Director",5,5,150000,0,0,0,"Male"
"3/21/2016 17:50:33","","Senior Developer",2,5,105000,0,10500,0,"Male"
"3/21/2016 17:51:56","","VP of Engineering",1,5,135000,0,0,0,"Male"
"3/21/2016 17:52:03","Google","Software Engineer",1,2,110000,7000,16500,46000,"Female"
"3/21/2016 17:52:29","","Remote Stylist",0,0,12000,0,0,0,"Female"
"3/21/2016 17:52:34","Freelance","Web Development Consultant",2,7,30,0,0,0,"Male"
"3/21/2016 17:53:13","","Software developer",1,10,70000,0,0,0,"Male"
"3/21/2016 17:53:36","","Software Developer",0,1,68000,0,0,0,"Male"
"3/21/2016 17:54:37","cerner","java contractor",1,13,170000,0,0,0,"Male"
"3/21/2016 17:55:00","","Software Engineer",1,4,125000,0,0,0,"Male"
"3/21/2016 17:55:09","","Sr Principal Software Dev Engineer",0,0,185000,0,0,0,"Male"
"3/21/2016 17:55:23","","Software developer",0,0,40000,0,0,0,"Male"
"3/21/2016 17:55:36","","Senior Developer",2,3,84000,0,10080,0,"Male"
"3/21/2016 17:56:02","Multinational in FMCG","Security Manager",1,15,70000,7000,0,0,"Male"
"3/21/2016 17:57:16","hpe","Tech Lead",1,22,3700000,0,0,0,"Male"
"3/21/2016 17:57:20","Anonymous","Software Engineer",1,4,120000,5000,0,15000,"Male"
"3/21/2016 17:58:03","Microsoft","PM II",2,2,124000,0,10000,20000,"Male"
"3/21/2016 17:58:51","P tech","Exec",1,11,275000,0,20,0,"Male"
"3/21/2016 17:59:07","Choice Hotels","Software Engineer 3",3,10,110000,2000,0,4000,"Male"
"3/21/2016 18:00:22","Power Utility","Systems Engineer",6,6,100000,0,0,0,"Male"
"3/21/2016 18:00:33","","Software Engineer",1,7,78500,0,0,0,"Male"
"3/21/2016 18:00:34","SaaS company","Software Developer",1,3,44000,0,0,1,"Male"
"3/21/2016 18:00:51","Amazon","Web Development Engineer",1,6,95000,15000,0,10000,"Male"
"3/21/2016 18:00:52","SessionM","Software Engineer",1,3,90000,0,0,4000,"Male"
"3/21/2016 18:01:05","Intuit","Software Engineer",1,1,102,10,12000,15000,"Male"
"3/21/2016 18:01:23","","Software Engineer",2,2,125000,0,0,40000,"Male"
"3/21/2016 18:01:23","","Software Engineer",1,0,65000,0,0,0,"Male"
"3/21/2016 18:01:33","Public internet co","Software engineer",1,14,175000,20000,0,150000,"Male"
"3/21/2016 18:02:06","Microsoft","Software Engineer",0,1,106000,5000,0,60000,"Male"
"3/21/2016 18:02:38","Chevron","Geoscientific Software Developer",4,11,140000,12000,15000,0,"Male"
"3/21/2016 18:02:46","Fast Enterprises","Implementation Consultant",0,2,80000,6000,5000,0,"Male"
"3/21/2016 18:03:18","Apple","Senior Software Engineer",1,9,160000,0,10000,50000,"Male"
"3/21/2016 18:04:13","","Software Engineer",12,12,90000,0,0,0,"Male"
"3/21/2016 18:04:17","audience","senior software engineer",3,5,700000,0,0,0,"Male"
"3/21/2016 18:04:43","Small Company","Software Engineer",3,3,80000,3000,5000,0,"Male"
"3/21/2016 18:05:00","FINRA","Data Scientist",0,5,130000,8000,1020,0,"Male"
"3/21/2016 18:05:21","PSG Tecnologia LTDA","Analista de Sistemas",3,3,36276,0,3023,0,"Male"
"3/21/2016 18:05:30","Deloitte","SSE",1,15,95000,5000,0,0,"Male"
"3/21/2016 18:06:51","Fuze","Support Level 2",1,3,43000,0,0,0,"Male"
"3/21/2016 18:07:06","google","senior software engineer",11,11,190000,7000,30000,150000,"Male"
"3/21/2016 18:07:38","","Software Engineer",4,6,70000,0,1000,0,"Male"
"3/21/2016 18:07:41","","Software Engineer",0,0,115000,0,0,0,"Male"
"3/21/2016 18:08:16","","Machine Learning Engineer",2,2,105000,0,8000,15000,"Male"
"3/21/2016 18:08:50","Safeguard Properties","Linux Engineer",1,10,87000,0,0,0,"Male"
"3/21/2016 18:09:34","","Senior Software Egineer",3,7,115000,0,10,0,"Male"
"3/21/2016 18:10:03","","Backend Engineer",0,1,96,0,0,0,""
"3/21/2016 18:10:04","","Backend Developer",15,15,45600,0,0,0,"Male"
"3/21/2016 18:10:28","","Principal Engineer",5,7,250000,100000,0,0,"Female"
"3/21/2016 18:10:28","TripAdvisor","Senior Data Scientist",1,3,85000,0,15,33000,"Male"
"3/21/2016 18:10:40","","CTO",15,17,115000,0,5000,0,"Male"
"3/21/2016 18:10:56","","Senior Front End Developer",1,5,103000,0,0,0,"Male"
"3/21/2016 18:11:39","","Senior Software Engineer",0,6,115000,0,0,0,"Male"
"3/21/2016 18:12:16","The New York Times","Senior Software Developer",3,5,88000,0,4000,0,"Male"
"3/21/2016 18:12:19","FEi Systems","Developer",3,7,120000,0,3000,0,"Male"
"3/21/2016 18:12:20","A networking startup","Software Engineer",25,35,116000,0,0,10003000,"Male"
"3/21/2016 18:12:21","","Software Engineer",1,2,135000,0,0,20000,"Male"
"3/21/2016 18:12:34","","Product Manager",2,1,62000,0,0,0,"Female"
"3/21/2016 18:13:01","Inmobi","Tech Lead",4,8,3500000,0,500000,0,"Male"
"3/21/2016 18:13:18","","Developer Analyst",7,10,60000,0,0,0,"Male"
"3/21/2016 18:14:11","","Software Engineer",15,15,55000,0,3000,0,"Male"
"3/21/2016 18:14:44","Mindera","Software Engineer",1,4,23000,0,7000,0,"Male"
"3/21/2016 18:15:08","Amazon","Software Development Engineer I",75,75,95000,27000,20000,15000,"Male"
"3/21/2016 18:16:28","BusinesSolver","Sr. Developer",2,20,115000,0,5000,0,"Male"
"3/21/2016 18:16:42","","Web Developer",1,6,82000,0,0,0,"Male"
"3/21/2016 18:16:42","","Lead iOS Engineer",1,5,140000,0,0,0,"Male"
"3/21/2016 18:17:51","","Embedded Software Engineer",1,0,30000,0,0,53,"Male"
"3/21/2016 18:17:51","N/A","Lead Engineer",5,5,135000,0,20000,0,"Male"
"3/21/2016 18:18:07","","Principal Web Develop",6,7,152000,0,12000,0,"Male"
"3/21/2016 18:18:11","National Instruments","Software Engineer",3,3,70000,0,0,0,"Male"
